Date,Open,High,Low,Close,Volume
2016-02-01,7653.4990234375,7764.01904296875,7570.609375,7625.869140625,171272
2016-02-02,7625.869140625,7985.05859375,7625.869140625,7874.53857421875,235826
2016-02-03,7819.27880859375,7957.4287109375,7681.12890625,7957.4287109375,189760
2016-02-04,7902.16845703125,8537.658203125,7902.16845703125,8316.6181640625,428972
2016-02-05,8344.248046875,8731.0673828125,8316.6181640625,8510.02734375,258757
2016-02-11,8206.0986328125,8206.0986328125,7819.27880859375,7874.53857421875,242382
2016-02-12,7791.64892578125,7874.53857421875,7183.78955078125,7598.2392578125,302421
2016-02-15,7598.2392578125,7819.27880859375,7487.71923828125,7736.388671875,140119
2016-02-16,7791.64892578125,8399.5078125,7791.64892578125,8261.3583984375,286745
2016-02-17,8288.98828125,8565.2880859375,8095.57861328125,8095.57861328125,147112
2016-02-18,8316.6181640625,8399.5078125,8123.20849609375,8316.6181640625,149753
2016-02-19,8344.248046875,8786.3271484375,8261.3583984375,8288.98828125,360614
2016-02-22,8371.8779296875,8786.3271484375,8344.248046875,8592.91796875,273384
2016-02-23,8731.0673828125,8731.0673828125,8399.5078125,8399.5078125,187084
2016-02-24,8261.3583984375,8510.02734375,8178.46826171875,8288.98828125,139403
2016-02-25,8344.248046875,8427.1376953125,8095.57861328125,8316.6181640625,198842
2016-02-26,8371.8779296875,9559.9658203125,8371.8779296875,8869.216796875,2963627
2016-02-29,8813.95703125,9256.037109375,8758.697265625,8924.4775390625,609122
2016-03-02,9007.3671875,9200.7763671875,8924.4775390625,9090.2568359375,309287
2016-03-03,9117.88671875,9311.296875,8841.5869140625,8979.7373046875,283903
2016-03-04,9034.9970703125,9781.005859375,8952.107421875,9477.076171875,1259524
2016-03-07,9366.556640625,9753.3759765625,9283.6669921875,9504.7060546875,641611
2016-03-08,9504.7060546875,9559.9658203125,9117.88671875,9394.1865234375,395755
2016-03-09,9338.9267578125,9421.81640625,9145.5166015625,9283.6669921875,269905
2016-03-10,9256.037109375,9449.4462890625,9117.88671875,9117.88671875,222899
2016-03-11,8841.5869140625,9670.486328125,8758.697265625,9587.5966796875,762098
2016-03-14,9670.486328125,9974.416015625,9449.4462890625,9477.076171875,511485
2016-03-15,9587.5966796875,9642.8564453125,9421.81640625,9421.81640625,210216
2016-03-16,9394.1865234375,9559.9658203125,9090.2568359375,9421.81640625,241890
2016-03-17,9532.3359375,9946.7861328125,9449.4462890625,9504.7060546875,663693
2016-03-18,9449.4462890625,9532.3359375,9117.88671875,9311.296875,300945
2016-03-21,9394.1865234375,9394.1865234375,9062.626953125,9117.88671875,247188
2016-03-22,9173.146484375,9256.037109375,9007.3671875,9117.88671875,163196
2016-03-23,9062.626953125,9090.2568359375,8758.697265625,8813.95703125,416110
2016-03-24,8731.0673828125,9090.2568359375,8703.4375,8786.3271484375,205095
2016-03-25,8786.3271484375,9145.5166015625,8758.697265625,9007.3671875,278047
2016-03-28,9034.9970703125,9090.2568359375,8813.95703125,8896.84765625,233664
2016-03-29,8869.216796875,8869.216796875,8537.658203125,8648.177734375,292649
2016-03-30,8675.8076171875,8758.697265625,8427.1376953125,8620.5478515625,242805
2016-03-31,8731.0673828125,8786.3271484375,8565.2880859375,8565.2880859375,173500
2016-04-01,8620.5478515625,8648.177734375,8454.767578125,8454.767578125,164473
2016-04-04,8288.98828125,8344.248046875,7791.64892578125,7985.05859375,517159
2016-04-05,8012.6884765625,8288.98828125,7985.05859375,8150.83837890625,271322
2016-04-06,8123.20849609375,8261.3583984375,8040.318359375,8123.20849609375,156040
2016-04-07,8067.9482421875,8150.83837890625,7736.388671875,7791.64892578125,360161
2016-04-08,7736.388671875,8123.20849609375,7681.12890625,7902.16845703125,300554
2016-04-11,7846.90869140625,7902.16845703125,7598.2392578125,7681.12890625,275825
2016-04-12,7681.12890625,7819.27880859375,7598.2392578125,7653.4990234375,196371
2016-04-14,8040.318359375,8565.2880859375,7902.16845703125,7985.05859375,1361323
2016-04-15,8040.318359375,8040.318359375,7764.01904296875,7929.798828125,215311
2016-04-18,7957.4287109375,10057.3056640625,7874.53857421875,9394.1865234375,4025254
2016-04-19,9283.6669921875,9808.6357421875,8786.3271484375,9090.2568359375,1990850
2016-04-20,9090.2568359375,11217.763671875,9034.9970703125,9808.6357421875,6917569
2016-04-21,10361.2353515625,10830.9443359375,9946.7861328125,10195.455078125,2587365
2016-04-22,10305.9755859375,10527.0146484375,9670.486328125,9808.6357421875,1132799
2016-04-25,9725.74609375,9781.005859375,9477.076171875,9477.076171875,778715
2016-04-26,9587.5966796875,9891.525390625,9283.6669921875,9698.1162109375,1273560
2016-04-27,9587.5966796875,10057.3056640625,9504.7060546875,9642.8564453125,745948
2016-04-28,9615.2265625,9863.8955078125,9366.556640625,9504.7060546875,388012
2016-04-29,9477.076171875,9532.3359375,9034.9970703125,9200.7763671875,512470
2016-05-02,9173.146484375,9256.037109375,9007.3671875,9173.146484375,248618
2016-05-03,9173.146484375,10029.67578125,9173.146484375,9532.3359375,1008571
2016-05-04,9477.076171875,9753.3759765625,9228.4072265625,9283.6669921875,394189
2016-05-09,9587.5966796875,9725.74609375,9421.81640625,9532.3359375,370186
2016-05-10,9559.9658203125,9725.74609375,9421.81640625,9698.1162109375,380889
2016-05-11,9725.74609375,9919.15625,9587.5966796875,9919.15625,394348
2016-05-12,10057.3056640625,10388.865234375,9946.7861328125,10223.0849609375,1112550
2016-05-13,10112.5654296875,10582.2744140625,10029.67578125,10527.0146484375,714080
2016-05-16,10941.4638671875,13676.830078125,10913.833984375,13676.830078125,6481423
2016-05-17,14920.1787109375,15804.3369140625,13814.98046875,14367.5791015625,5339132
2016-05-18,14920.1787109375,15555.66796875,13124.2314453125,13649.2001953125,3456370
2016-05-19,13428.1611328125,14257.0595703125,13317.640625,14146.5400390625,1095564
2016-05-20,13704.4599609375,14533.359375,13511.05078125,14063.6494140625,911395
2016-05-23,14091.2802734375,14505.7294921875,13455.791015625,13870.240234375,1178277
2016-05-24,15141.21875,16412.197265625,13704.4599609375,13814.98046875,3873692
2016-05-25,14091.2802734375,14892.548828125,13317.640625,14643.87890625,2045283
2016-05-26,13814.98046875,14892.548828125,13649.2001953125,14533.359375,1225300
2016-05-27,14367.5791015625,14699.138671875,12682.1513671875,13041.3408203125,1757677
2016-05-30,12875.5615234375,13179.4912109375,12322.9619140625,12930.8212890625,1038549
2016-05-31,12930.8212890625,12930.8212890625,12295.33203125,12516.3720703125,583263
2016-06-01,12516.3720703125,12737.412109375,12101.9228515625,12544.001953125,711827
2016-06-02,12571.6318359375,13400.53125,12488.7421875,12986.0810546875,1220931
2016-06-03,13041.3408203125,13538.6806640625,12765.0419921875,13372.900390625,546197
2016-06-07,13372.900390625,13704.4599609375,13096.6015625,13124.2314453125,379496
2016-06-08,12986.0810546875,13179.4912109375,12212.4423828125,12212.4423828125,542339
2016-06-09,12240.072265625,12626.8916015625,11880.8828125,12295.33203125,457730
2016-06-10,11825.623046875,12544.001953125,11715.103515625,12157.1826171875,329761
