date,value,cash,holdings
2021-01-04,100000.0,100000.0,0.0
2021-01-05,100000.0,100000.0,0.0
2021-01-06,100000.0,100000.0,0.0
2021-01-07,100000.0,100000.0,0.0
2021-01-08,100000.0,100000.0,0.0
2021-01-11,100000.0,100000.0,0.0
2021-01-12,100000.0,100000.0,0.0
2021-01-13,100000.0,100000.0,0.0
2021-01-14,100000.0,100000.0,0.0
2021-01-15,100000.0,100000.0,0.0
2021-01-19,100000.0,100000.0,0.0
2021-01-20,100000.0,100000.0,0.0
2021-01-21,100000.0,100000.0,0.0
2021-01-22,100000.0,100000.0,0.0
2021-01-25,100000.0,100000.0,0.0
2021-01-26,100000.0,100000.0,0.0
2021-01-27,100000.0,100000.0,0.0
2021-01-28,100000.0,100000.0,0.0
2021-01-29,100000.0,100000.0,0.0
2021-02-01,99700.8770578804,-6.770315319061297,99707.64737319946
2021-02-02,100615.9027155342,-6.770315319061297,100622.67303085327
2021-02-03,100003.5379045906,-6.770315319061297,100010.30821990967
2021-02-04,101111.23081383132,-6.770315319061297,101118.00112915039
2021-02-05,100702.23982414627,-6.770315319061297,100709.01013946533
2021-02-08,101254.09582695388,-6.770315319061297,101260.86614227295
2021-02-09,101347.65085396194,-6.770315319061297,101354.421169281
2021-02-10,100735.53754219436,-6.770315319061297,100742.30785751343
2021-02-11,101496.6235636177,-6.770315319061297,101503.39387893677
2021-02-12,102191.07660469436,-6.770315319061297,102197.84692001343
2021-02-16,101671.35930427932,-6.770315319061297,101678.12961959839
2021-02-17,100759.52792534255,-6.770315319061297,100766.29824066162
2021-02-18,100477.48750862502,-6.770315319061297,100484.25782394409
2021-02-19,100604.6758860054,-6.770315319061297,100611.44620132446
2021-02-22,97777.72957405471,-6.770315319061297,97784.49988937378
2021-02-23,97253.0185182991,-6.770315319061297,97259.78883361816
2021-02-24,97944.12349876785,-6.770315319061297,97950.89381408691
2021-02-25,94398.05322822952,-6.770315319061297,94404.82354354858
2021-02-26,95841.3780268135,-6.770315319061297,95848.14834213257
2021-03-01,99492.27341394423,146.57458810805716,99345.69882583618
2021-03-02,97757.35554056166,146.57458810805716,97610.78095245361
2021-03-03,94901.78663187026,146.57458810805716,94755.2120437622
2021-03-04,92966.6370156288,146.57458810805716,92820.06242752075
2021-03-05,94424.01323251723,146.57458810805716,94277.43864440918
2021-03-08,90567.70048074721,146.57458810805716,90421.12589263916
2021-03-09,94199.42156534194,146.57458810805716,94052.84697723389
2021-03-10,93314.7989914894,146.57458810805716,93168.22440338135
2021-03-11,95575.70557336806,146.57458810805716,95429.13098526001
2021-03-12,94971.37123422622,146.57458810805716,94824.79664611816
2021-03-15,96935.6025650978,146.57458810805716,96789.02797698975
2021-03-16,98251.70408563613,146.57458810805716,98105.12949752808
2021-03-17,98314.700911808,146.57458810805716,98168.12632369995
2021-03-18,95019.5386574745,146.57458810805716,94872.96406936646
2021-03-19,95777.52691202163,146.57458810805716,95630.95232391357
2021-03-22,97501.7373192787,146.57458810805716,97355.16273117065
2021-03-23,96737.0492661476,146.57458810805716,96590.47467803955
2021-03-24,95342.51432352065,146.57458810805716,95195.9397354126
2021-03-25,95339.51781015395,146.57458810805716,95192.9432220459
2021-03-26,97466.24368982314,146.57458810805716,97319.66910171509
2021-03-29,96696.89495782851,146.57458810805716,96550.32036972046
2021-03-30,94714.03220682143,146.57458810805716,94567.45761871338
2021-03-31,96356.20577173232,146.57458810805716,96209.63118362427
2021-04-01,98326.48438759231,206.87992592238217,98119.60446166992
2021-04-05,100865.37041206741,206.87992592238217,100658.49048614502
2021-04-06,100467.72229118728,206.87992592238217,100260.84236526489
2021-04-07,101095.15057106399,206.87992592238217,100888.2706451416
2021-04-08,102408.76310844802,206.87992592238217,102201.88318252563
2021-04-09,103434.64474602127,206.87992592238217,103227.76482009888
2021-04-12,102876.57428856277,206.87992592238217,102669.69436264038
2021-04-13,104161.75916405105,206.87992592238217,103954.87923812866
2021-04-14,102605.40953560256,206.87992592238217,102398.52960968018
2021-04-15,103975.05258675003,206.87992592238217,103768.17266082764
2021-04-16,103968.2604915657,206.87992592238217,103761.38056564331
2021-04-19,102724.57116432571,206.87992592238217,102517.69123840332
2021-04-20,101873.3221599617,206.87992592238217,101666.4422340393
2021-04-21,102463.59409447097,206.87992592238217,102256.71416854858
2021-04-22,101267.2143070259,206.87992592238217,101060.33438110352
2021-04-23,103194.87926597976,206.87992592238217,102987.99934005737
2021-04-26,103748.78946419143,206.87992592238217,103541.90953826904
2021-04-27,103339.05065269851,206.87992592238217,103132.17072677612
2021-04-28,101633.72544975662,206.87992592238217,101426.84552383423
2021-04-29,101818.96593208694,206.87992592238217,101612.08600616455
2021-04-30,100542.58641548538,206.87992592238217,100335.70648956299
2021-05-03,100369.92456550979,206.87992592238217,100163.0446395874
2021-05-04,98188.32753868484,206.87992592238217,97981.44761276245
2021-05-05,98028.28248329544,206.87992592238217,97821.40255737305
2021-05-06,99230.57352943801,206.87992592238217,99023.69360351562
2021-05-07,100057.35835380935,206.87992592238217,99850.47842788696
2021-05-10,97316.60171623611,206.87992592238217,97109.72179031372
2021-05-11,97211.26427193069,206.87992592238217,97004.3843460083
2021-05-12,94183.33361549758,206.87992592238217,93976.4536895752
2021-05-13,95878.13268013381,206.87992592238217,95671.25275421143
2021-05-14,97987.01073570632,206.87992592238217,97780.13080978394
2021-05-17,97156.92348595046,206.87992592238217,96950.04356002808
2021-05-18,96068.95192070388,206.87992592238217,95862.0719947815
2021-05-19,96656.40910835647,206.87992592238217,96449.52918243408
2021-05-20,98722.20160408401,206.87992592238217,98515.32167816162
2021-05-21,97785.4470226326,206.87992592238217,97578.5670967102
2021-05-24,99534.86182899856,206.87992592238217,99327.98190307617
2021-05-25,99632.47430534744,206.87992592238217,99425.59437942505
2021-05-26,99653.48191948318,206.87992592238217,99446.60199356079
2021-05-27,99435.47795601272,206.87992592238217,99228.59803009033
2021-05-28,99626.78325004959,206.87992592238217,99419.9033241272
2021-06-01,98950.14350881575,200.46250143049193,98749.68100738525
2021-06-02,99524.59609212873,200.46250143049193,99324.13359069824
2021-06-03,98282.54274740217,200.46250143049193,98082.08024597168
2021-06-04,100297.88361349104,200.46250143049193,100097.42111206055
2021-06-07,99912.87197103498,200.46250143049193,99712.40946960449
2021-06-08,99952.6416243553,200.46250143049193,99752.1791229248
2021-06-09,100219.68843069075,200.46250143049193,100019.22592926025
2021-06-10,100768.77651968,200.46250143049193,100568.31401824951
2021-06-11,101326.23009481428,200.46250143049193,101125.76759338379
2021-06-14,102781.5604247093,200.46250143049193,102581.09792327881
2021-06-15,101997.61673727033,200.46250143049193,101797.15423583984
2021-06-16,101651.14211263655,200.46250143049193,101450.67961120605
2021-06-17,102934.74944295881,200.46250143049193,102734.28694152832
2021-06-18,101847.58808126448,200.46250143049193,101647.12557983398
2021-06-21,103094.20456686018,200.46250143049193,102893.74206542969
2021-06-22,103910.58431234358,200.46250143049193,103710.12181091309
2021-06-23,103961.26529684065,200.46250143049193,103760.80279541016
2021-06-24,104314.4934615135,200.46250143049193,104114.03096008301
2021-06-25,103455.62723531721,200.46250143049193,103255.16473388672
2021-06-28,105141.38816061018,200.46250143049193,104940.92565917969
2021-06-29,106216.55419149397,200.46250143049193,106016.09169006348
2021-06-30,106294.78978719709,200.46250143049193,106094.3272857666
2021-07-01,105947.01515594863,290.8353540077006,105656.17980194092
2021-07-02,107308.8615953102,290.8353540077006,107018.02624130249
2021-07-06,108223.49883667372,290.8353540077006,107932.66348266602
2021-07-07,108890.40203873061,290.8353540077006,108599.5666847229
2021-07-08,108296.7732850685,290.8353540077006,108005.93793106079
2021-07-09,109572.1900064125,290.8353540077006,109281.35465240479
2021-07-12,109754.27290741347,290.8353540077006,109463.43755340576
2021-07-13,110389.0005456581,290.8353540077006,110098.16519165039
2021-07-14,111306.14505401991,290.8353540077006,111015.3097000122
2021-07-15,110623.28780380629,290.8353540077006,110332.45244979858
2021-07-16,109353.2170526161,290.8353540077006,109062.3816986084
2021-07-19,107677.70535293959,290.8353540077006,107386.86999893188
2021-07-20,109145.96989075087,290.8353540077006,108855.13453674316
2021-07-21,110006.36909500502,290.8353540077006,109715.53374099731
2021-07-22,110775.91970077895,290.8353540077006,110485.08434677124
2021-07-23,112196.79220596694,290.8353540077006,111905.95685195923
2021-07-26,112158.71230713271,290.8353540077006,111867.876953125
2021-07-27,110746.94773498915,290.8353540077006,110456.11238098145
2021-07-28,110418.06237045668,290.8353540077006,110127.22701644897
2021-07-29,111109.53870788954,290.8353540077006,110818.70335388184
2021-07-30,111057.66296783827,290.8353540077006,110766.82761383057
2021-08-02,110904.58108154677,290.8353540077006,110613.74572753906
2021-08-03,111832.92735687636,290.8353540077006,111542.09200286865
2021-08-04,111724.77452865981,290.8353540077006,111433.9391746521
2021-08-05,112132.06585708998,290.8353540077006,111841.23050308228
2021-08-06,111775.80868164443,290.8353540077006,111484.97332763672
2021-08-09,111560.58353821181,290.8353540077006,111269.7481842041
2021-08-10,111008.43801895522,290.8353540077006,110717.60266494751
2021-08-11,111238.20475403212,290.8353540077006,110947.36940002441
2021-08-12,112440.39275375746,290.8353540077006,112149.55739974976
2021-08-13,113029.97642914199,290.8353540077006,112739.14107513428
2021-08-16,113924.5076524391,290.8353540077006,113633.6722984314
2021-08-17,112778.29004303359,290.8353540077006,112487.45468902588
2021-08-18,110830.54488388442,290.8353540077006,110539.70952987671
2021-08-19,112042.61495224379,290.8353540077006,111751.77959823608
2021-08-20,113531.47659698866,290.8353540077006,113240.64124298096
2021-08-23,114507.45234314345,290.8353540077006,114216.61698913574
2021-08-24,114144.87932602309,290.8353540077006,113854.04397201538
2021-08-25,113890.72422424697,290.8353540077006,113599.88887023926
2021-08-26,113477.1300164833,290.8353540077006,113186.29466247559
2021-08-27,114598.36275116347,290.8353540077006,114307.52739715576
2021-08-30,116483.6753427162,290.8353540077006,116192.8399887085
2021-08-31,115804.23641601943,290.8353540077006,115513.40106201172
2021-09-01,115659.78533218763,169.3627781715116,115490.42255401611
2021-09-02,115762.3301510658,169.3627781715116,115592.96737289429
2021-09-03,116376.62188766859,169.3627781715116,116207.25910949707
2021-09-07,116772.15449951551,169.3627781715116,116602.791721344
2021-09-08,116204.64751480482,169.3627781715116,116035.2847366333
2021-09-09,115495.32024048231,169.3627781715116,115325.95746231079
2021-09-10,114376.16064117811,169.3627781715116,114206.79786300659
2021-09-13,114748.9627003517,169.3627781715116,114579.59992218018
2021-09-14,114972.46348999403,169.3627781715116,114803.10071182251
2021-09-15,116458.19024704359,169.3627781715116,116288.82746887207
2021-09-16,116261.89791153333,169.3627781715116,116092.53513336182
2021-09-17,114785.50659225843,169.3627781715116,114616.14381408691
2021-09-20,112414.69319198988,169.3627781715116,112245.33041381836
2021-09-21,112583.95783279798,169.3627781715116,112414.59505462646
2021-09-22,114432.02974747083,169.3627781715116,114262.66696929932
2021-09-23,115096.1880040016,169.3627781715116,114926.82522583008
2021-09-24,115140.92347381971,169.3627781715116,114971.5606956482
2021-09-27,114083.92786072157,169.3627781715116,113914.56508255005
2021-09-28,110764.73219345472,169.3627781715116,110595.3694152832
2021-09-29,110936.8665661659,169.3627781715116,110767.50378799438
2021-09-30,109978.04734466932,169.3627781715116,109808.6845664978
2021-10-01,111366.91813977431,302.1277116126807,111064.79042816162
2021-10-04,108822.34508450697,302.1277116126807,108520.21737289429
2021-10-05,110776.02077801894,302.1277116126807,110473.89306640625
2021-10-06,111817.88307126235,302.1277116126807,111515.75535964966
2021-10-07,112766.5642083473,302.1277116126807,112464.43649673462
2021-10-08,112583.65732892226,302.1277116126807,112281.52961730957
2021-10-11,112442.38074429701,302.1277116126807,112140.25303268433
2021-10-12,111394.66191800307,302.1277116126807,111092.53420639038
2021-10-13,111655.3073724098,302.1277116126807,111353.17966079712
2021-10-14,114176.10445340346,302.1277116126807,113873.97674179077
2021-10-15,115073.29011853407,302.1277116126807,114771.16240692139
2021-10-18,115919.1985657997,302.1277116126807,115617.07085418701
2021-10-19,117149.10563977431,302.1277116126807,116846.97792816162
2021-10-20,117098.50305875014,302.1277116126807,116796.37534713745
2021-10-21,117945.15953000258,302.1277116126807,117643.03181838989
2021-10-22,117631.56769116591,302.1277116126807,117329.43997955322
2021-10-25,117994.21297009657,302.1277116126807,117692.08525848389
2021-10-26,119321.754081089,302.1277116126807,119019.62636947632
2021-10-27,120045.42001660536,302.1277116126807,119743.29230499268
2021-10-28,121655.37358792494,302.1277116126807,121353.24587631226
2021-10-29,122021.41617520522,302.1277116126807,121719.28846359253
2021-11-01,121230.32506946179,85.5507774696066,121144.77429199219
2021-11-02,122668.61883929821,85.5507774696066,122583.06806182861
2021-11-03,123578.97216418835,85.5507774696066,123493.42138671875
2021-11-04,124212.7021484718,85.5507774696066,124127.1513710022
2021-11-05,125100.44277957531,85.5507774696066,125014.89200210571
2021-11-08,124988.9020729408,85.5507774696066,124903.35129547119
2021-11-09,124873.75984958264,85.5507774696066,124788.20907211304
2021-11-10,122767.31044391247,85.5507774696066,122681.75966644287
2021-11-11,123460.77667239758,85.5507774696066,123375.22589492798
2021-11-12,125160.29277423474,85.5507774696066,125074.74199676514
2021-11-15,125278.33729175183,85.5507774696066,125192.78651428223
2021-11-16,126201.04438022229,85.5507774696066,126115.49360275269
2021-11-17,126971.41446689221,85.5507774696066,126885.86368942261
2021-11-18,128819.3794594154,85.5507774696066,128733.8286819458
2021-11-19,129306.77769092175,85.5507774696066,129221.22691345215
2021-11-22,127850.27612689587,85.5507774696066,127764.72534942627
2021-11-23,127832.60995868298,85.5507774696066,127747.05918121338
2021-11-24,128280.80277637097,85.5507774696066,128195.25199890137
2021-11-26,124949.09365085217,85.5507774696066,124863.54287338257
2021-11-29,128091.37456897351,85.5507774696066,128005.8237915039
2021-11-30,127906.6176109657,85.5507774696066,127821.0668334961
2021-12-01,127769.78238478086,262.4837626495173,127507.29862213135
2021-12-02,127256.34994306944,262.4837626495173,126993.86618041992
2021-12-03,126363.12395277403,262.4837626495173,126100.64019012451
2021-12-06,128195.40403547666,262.4837626495173,127932.92027282715
2021-12-07,132779.68737593078,262.4837626495173,132517.20361328125
2021-12-08,133649.5177210846,262.4837626495173,133387.03395843506
2021-12-09,132880.34250440978,262.4837626495173,132617.85874176025
2021-12-10,139059.42802992248,262.4837626495173,138796.94426727295
2021-12-13,136930.50219526672,262.4837626495173,136668.0184326172
2021-12-14,134625.83478346252,262.4837626495173,134363.351020813
2021-12-15,138633.3933848419,262.4837626495173,138370.90962219238
2021-12-16,134092.86124220275,262.4837626495173,133830.37747955322
2021-12-17,134758.97002210998,262.4837626495173,134496.48625946045
2021-12-20,134673.33765211486,262.4837626495173,134410.85388946533
2021-12-21,136867.9034327545,262.4837626495173,136605.41967010498
2021-12-22,139003.2968501129,262.4837626495173,138740.81308746338
2021-12-23,140101.53663435363,262.4837626495173,139839.0528717041
2021-12-27,142875.81852522277,262.4837626495173,142613.33476257324
2021-12-28,142045.5933360138,262.4837626495173,141783.10957336426
2021-12-29,142437.750692276,262.4837626495173,142175.26692962646
2021-12-30,141213.60241499328,262.4837626495173,140951.11865234375
2021-12-31,140690.73084822082,262.4837626495173,140428.2470855713
2022-01-03,141470.96478834533,262.4837626495173,141208.4810256958
2022-01-04,140724.37077131652,262.4837626495173,140461.887008667
2022-01-05,135710.76782026672,262.4837626495173,135448.2840576172
2022-01-06,134175.65600386047,262.4837626495173,133913.17224121094
2022-01-07,132858.70049085998,262.4837626495173,132596.21672821045
2022-01-10,133048.73641767883,262.4837626495173,132786.2526550293
2022-01-11,133953.31925764465,262.4837626495173,133690.83549499512
2022-01-12,134488.7669886627,262.4837626495173,134226.28322601318
2022-01-13,129978.25351515196,262.4837626495173,129715.76975250244
2022-01-14,130836.5158595123,262.4837626495173,130574.0320968628
2022-01-18,127587.15796461485,262.4837626495173,127324.67420196533
2022-01-19,125687.3921259918,262.4837626495173,125424.90836334229
2022-01-20,123766.3149851837,262.4837626495173,123503.83122253418
2022-01-21,121389.12600508115,262.4837626495173,121126.64224243164
2022-01-24,121874.45744886778,262.4837626495173,121611.97368621826
2022-01-25,119811.63491621397,262.4837626495173,119549.15115356445
2022-01-26,122621.60522261045,262.4837626495173,122359.12145996094
2022-01-27,121759.1649989166,262.4837626495173,121496.68123626709
2022-01-28,127079.00433912656,262.4837626495173,126816.52057647705
2022-01-31,130566.96220960996,262.4837626495173,130304.47844696045
2022-02-01,130138.51822738645,-272.27581710817685,130410.79404449463
2022-02-02,130670.0618293762,-272.27581710817685,130942.33764648438
2022-02-03,129443.78418045041,-272.27581710817685,129716.0599975586
2022-02-04,128919.16490249631,-272.27581710817685,129191.44071960449
2022-02-07,128739.50814895627,-272.27581710817685,129011.78396606445
2022-02-08,128843.3224266052,-272.27581710817685,129115.59824371338
2022-02-09,129353.95629959104,-272.27581710817685,129626.23211669922
2022-02-10,127798.68676834104,-272.27581710817685,128070.96258544922
2022-02-11,127904.22718124387,-272.27581710817685,128176.50299835205
2022-02-14,127350.54151229856,-272.27581710817685,127622.81732940674
2022-02-15,127489.82502822873,-272.27581710817685,127762.10084533691
2022-02-16,127681.77475051877,-272.27581710817685,127954.05056762695
2022-02-17,127355.33913497922,-272.27581710817685,127627.6149520874
2022-02-18,127750.22412948606,-272.27581710817685,128022.49994659424
2022-02-22,127693.8732078552,-272.27581710817685,127966.14902496338
2022-02-23,126386.55232315061,-272.27581710817685,126658.82814025879
2022-02-24,127170.07974319455,-272.27581710817685,127442.35556030273
2022-02-25,127504.09124069211,-272.27581710817685,127776.3670578003
2022-02-28,128656.64460830686,-272.27581710817685,128928.92042541504
2022-03-01,128802.29440847776,264.79942098996406,128537.4949874878
2022-03-02,127606.54446951291,264.79942098996406,127341.74504852295
2022-03-03,127868.94907919309,264.79942098996406,127604.14965820312
2022-03-04,128660.73293844602,264.79942098996406,128395.93351745605
2022-03-07,127372.16335836789,264.79942098996406,127107.36393737793
2022-03-08,126755.76872793576,264.79942098996406,126490.9693069458
2022-03-09,127234.96841207883,264.79942098996406,126970.16899108887
2022-03-10,126067.36523214719,264.79942098996406,125802.56581115723
2022-03-11,125719.6736809387,264.79942098996406,125454.87425994873
2022-03-14,124108.87286917111,264.79942098996406,123844.07344818115
2022-03-15,124932.3216835632,264.79942098996406,124667.52226257324
2022-03-16,126073.05164877317,264.79942098996406,125808.2522277832
2022-03-17,125723.67568746945,264.79942098996406,125458.87626647949
2022-03-18,126746.29707876584,264.79942098996406,126481.49765777588
2022-03-21,125581.73748556516,264.79942098996406,125316.9380645752
2022-03-22,125447.12385336301,264.79942098996406,125182.32443237305
2022-03-23,126243.31166616819,264.79942098996406,125978.51224517822
2022-03-24,126611.86478201291,264.79942098996406,126347.06536102295
2022-03-25,126000.29396597287,264.79942098996406,125735.49454498291
2022-03-28,126711.15742269895,264.79942098996406,126446.35800170898
2022-03-29,127509.24462667844,264.79942098996406,127244.44520568848
2022-03-30,127627.94602743528,264.79942098996406,127363.14660644531
2022-03-31,127397.42164389035,264.79942098996406,127132.62222290039
2022-04-01,127539.51337043759,304.18028633114903,127235.33308410645
2022-04-04,127634.9028624725,304.18028633114903,127330.72257614136
2022-04-05,125930.8557204437,304.18028633114903,125626.67543411255
2022-04-06,124907.51188270566,304.18028633114903,124603.33159637451
2022-04-07,124617.37976066586,304.18028633114903,124313.19947433472
2022-04-08,123648.79538337704,304.18028633114903,123344.6150970459
2022-04-11,122278.35606758115,304.18028633114903,121974.17578125
2022-04-12,122278.04876319882,304.18028633114903,121973.86847686768
2022-04-13,122758.03800956723,304.18028633114903,122453.85772323608
2022-04-14,121090.6961135101,304.18028633114903,120786.51582717896
2022-04-18,121044.24056999203,304.18028633114903,120740.06028366089
2022-04-19,121083.89871971127,304.18028633114903,120779.71843338013
2022-04-20,122042.01694862363,304.18028633114903,121737.83666229248
2022-04-21,121438.05525962827,304.18028633114903,121133.87497329712
2022-04-22,120654.84143058774,304.18028633114903,120350.66114425659
2022-04-25,121369.5090369415,304.18028633114903,121065.32875061035
2022-04-26,120880.85234443661,304.18028633114903,120576.67205810547
2022-04-27,120610.44711296078,304.18028633114903,120306.26682662964
2022-04-28,121467.06848136899,304.18028633114903,121162.88819503784
2022-04-29,119902.21656410214,304.18028633114903,119598.036277771
2022-05-02,119610.32318107602,304.18028633114903,119306.14289474487
2022-05-03,119974.9222525787,304.18028633114903,119670.74196624756
2022-05-04,121078.03940574643,304.18028633114903,120773.85911941528
2022-05-05,118715.84292594907,304.18028633114903,118411.66263961792
2022-05-06,118025.46421806332,304.18028633114903,117721.28393173218
2022-05-09,117646.89587394711,304.18028633114903,117342.71558761597
2022-05-10,118549.65243141171,304.18028633114903,118245.47214508057
2022-05-11,118589.04764549252,304.18028633114903,118284.86735916138
2022-05-12,118239.19366828915,304.18028633114903,117935.01338195801
2022-05-13,118174.04220954892,304.18028633114903,117869.86192321777
2022-05-16,117981.56215660092,304.18028633114903,117677.38187026978
2022-05-17,118108.11975471493,304.18028633114903,117803.93946838379
2022-05-18,117806.94295494077,304.18028633114903,117502.76266860962
2022-05-19,117404.2078360748,304.18028633114903,117100.02754974365
2022-05-20,117872.61846153256,304.18028633114903,117568.43817520142
2022-05-23,117377.9734572601,304.18028633114903,117073.79317092896
2022-05-24,118070.8025702667,304.18028633114903,117766.62228393555
2022-05-25,118444.91260139462,304.18028633114903,118140.73231506348
2022-05-26,118753.8022879791,304.18028633114903,118449.62200164795
2022-05-27,119777.4334220123,304.18028633114903,119473.25313568115
2022-05-31,118680.58555595395,304.18028633114903,118376.4052696228
2022-06-01,118528.91935930631,347.13263521572844,118181.78672409058
2022-06-02,118799.97983370206,347.13263521572844,118452.84719848633
2022-06-03,118065.99342928312,347.13263521572844,117718.86079406738
2022-06-06,117174.43106661222,347.13263521572844,116827.29843139648
2022-06-07,118073.99759874723,347.13263521572844,117726.8649635315
2022-06-08,117459.99431047819,347.13263521572844,117112.86167526245
2022-06-09,117054.27608309171,347.13263521572844,116707.14344787598
2022-06-10,115924.64907656095,347.13263521572844,115577.51644134521
2022-06-13,113569.0662785568,347.13263521572844,113221.93364334106
2022-06-14,113141.55506716153,347.13263521572844,112794.4224319458
2022-06-15,114410.6762105026,347.13263521572844,114063.54357528687
2022-06-16,113898.86477098844,347.13263521572844,113551.7321357727
2022-06-17,114215.71840105436,347.13263521572844,113868.58576583862
2022-06-21,113978.97763643644,347.13263521572844,113631.8450012207
2022-06-22,115068.89982805631,347.13263521572844,114721.76719284058
2022-06-23,115771.1141186752,347.13263521572844,115423.98148345947
2022-06-24,115718.3494893112,347.13263521572844,115371.21685409546
2022-06-27,115200.9726582565,347.13263521572844,114853.84002304077
2022-06-28,114862.18798265836,347.13263521572844,114515.05534744263
2022-06-29,115671.29853258512,347.13263521572844,115324.16589736938
2022-06-30,115790.88004885099,347.13263521572844,115443.74741363525
2022-07-01,116342.69582542799,364.22956261060085,115978.46626281738
2022-07-05,116923.19658836744,364.22956261060085,116558.96702575684
2022-07-06,116410.9560030403,364.22956261060085,116046.72644042969
2022-07-07,116515.51857933424,364.22956261060085,116151.28901672363
2022-07-08,116023.28378471754,364.22956261060085,115659.05422210693
2022-07-11,116340.17652305982,364.22956261060085,115975.94696044922
2022-07-12,116322.44993767164,364.22956261060085,115958.22037506104
2022-07-13,116810.29077324293,364.22956261060085,116446.06121063232
2022-07-14,116684.50042137525,364.22956261060085,116320.27085876465
2022-07-15,117269.73105034254,364.22956261060085,116905.50148773193
2022-07-18,116486.34572014234,364.22956261060085,116122.11615753174
2022-07-19,116897.62545952223,364.22956261060085,116533.39589691162
2022-07-20,117254.96901115797,364.22956261060085,116890.73944854736
2022-07-21,118362.87654289625,364.22956261060085,117998.64698028564
2022-07-22,118871.64689049147,364.22956261060085,118507.41732788086
2022-07-25,118302.99360832594,364.22956261060085,117938.76404571533
2022-07-26,118030.17015251539,364.22956261060085,117665.94058990479
2022-07-27,118811.65707573316,364.22956261060085,118447.42751312256
2022-07-28,119538.75336632154,364.22956261060085,119174.52380371094
2022-07-29,119855.61736473463,364.22956261060085,119491.38780212402
2022-08-01,120740.01693662259,330.7886536941181,120409.22828292847
2022-08-02,119492.24150022122,330.7886536941181,119161.4528465271
2022-08-03,121557.22348340604,330.7886536941181,121226.43482971191
2022-08-04,121770.79108747098,330.7886536941181,121440.00243377686
2022-08-05,120817.01063092801,330.7886536941181,120486.22197723389
2022-08-08,121013.89728864285,330.7886536941181,120683.10863494873
2022-08-09,120608.00173886868,330.7886536941181,120277.21308517456
2022-08-10,121730.68732389066,330.7886536941181,121399.89867019653
2022-08-11,120561.61191495511,330.7886536941181,120230.82326126099
2022-08-12,121941.94558271024,330.7886536941181,121611.15692901611
2022-08-15,122127.47644742581,330.7886536941181,121796.68779373169
